"TL","Territory Level and Typology","REG_ID","Region","VAR","Variable","VINTAGE","Vintage","DWELLINGS","Dwellings","MEASURE","Measure","FREQ","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",48.244,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",50.038,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",53.279,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",57.908,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",65.633,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",73.708,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",82.5,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",90.289,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",100.46,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",111.121,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",114.42,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",112.744,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",107.467,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",100.889,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",97.048,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",93.939,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",92.517,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",93.223,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",96.134,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",103.985,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",109.351,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",115.855,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",121.784,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",129.791,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",150.481,,
"2","Large regions","US33","New Hampshire (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",175.833,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",49.907,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",48.185,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",48.727,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",49.401,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",49.2,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",49.24,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",50.182,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",50.939,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",53.113,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",55.786,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",60.777,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",66.794,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",74.876,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",82.874,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",95.274,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",110.276,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",119.829,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",119.72,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",113.173,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",105.346,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",101.678,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",97.623,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",95.021,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",95.321,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.425,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.508,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",104.535,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",107.613,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",111.456,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",116.746,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",131.469,,
"2","Large regions","US34","New Jersey (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",152.589,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",45.875,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",47.366,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",49.936,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",53.093,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",58.465,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",62.486,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",64.151,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",65.408,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",66.992,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",67.785,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",68.584,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",71.563,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",74.182,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",77.97,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",83.595,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",93.542,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",105.992,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",112.644,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",111.271,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",106.864,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",102.846,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",98.243,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",96.455,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",97.2,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.083,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.931,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",106.107,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",110.07,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",115.526,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",122.578,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",138.774,,
"2","Large regions","US35","New Mexico (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",160.933,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",47.97,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",47.503,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",48.539,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",48.811,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",47.756,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",47.538,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",48.424,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",48.919,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",51.415,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",54.371,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",59.331,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",64.902,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",71.735,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",79.115,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",89.275,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",100.839,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",107.402,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",108.016,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",104.808,,
"2","Large regions","US36","New York (USA)","RHPI","House Price Index","VINTAGE_EXISTING","Existing","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",100.323,,
