[Running] python -u "c:\Users\Crt\Crime_Stats_VSC\CleanStats_Crime.py"
State,Year,Total Crimes,Total Property Crime Count,Burglary,Larceny,Motor,Total Violent Crime Count,Assault,Murder,Rape,Robbery
State:Montana, Year:2004, Total Crimes:29938, TPC Count:27215, Burglary:3515, Larceny:22082, Motor:1618, TVC Count:2723, Assault:2187, Murder:30, Rape:273, Robbery:233
State:Montana, Year:2005, Total Crimes:32041, TPC Count:29407, Burglary:3642, Larceny:23794, Motor:1971, TVC Count:2634, Assault:2138, Murder:18, Rape:301, Robbery:177
State:Montana, Year:2006, Total Crimes:30550, TPC Count:26986, Burglary:3380, Larceny:21659, Motor:1947, TVC Count:3564, Assault:2950, Murder:33, Rape:348, Robbery:233
State:Montana, Year:2007, Total Crimes:31475, TPC Count:27837, Burglary:3476, Larceny:22315, Motor:2046, TVC Count:3638, Assault:3015, Murder:27, Rape:363, Robbery:233
State:Montana, Year:2008, Total Crimes:29313, TPC Count:26300, Burglary:3689, Larceny:20834, Motor:1777, TVC Count:3013, Assault:2411, Murder:40, Rape:358, Robbery:204
State:Montana, Year:2009, Total Crimes:27624, TPC Count:24826, Burglary:3686, Larceny:19528, Motor:1612, TVC Count:2798, Assault:2181, Murder:32, Rape:357, Robbery:228
State:Montana, Year:2010, Total Crimes:28142, TPC Count:25409, Burglary:3692, Larceny:20166, Motor:1551, TVC Count:2733, Assault:2222, Murder:25, Rape:332, Robbery:154
State:Montana, Year:2011, Total Crimes:26640, TPC Count:23885, Burglary:3347, Larceny:19089, Motor:1449, TVC Count:2755, Assault:2189, Murder:29, Rape:366, Robbery:171
State:Montana, Year:2012, Total Crimes:28706, TPC Count:25970, Burglary:3894, Larceny:20387, Motor:1689, TVC Count:2736, Assault:2139, Murder:27, Rape:379, Robbery:191
State:Montana, Year:2013, Total Crimes:28520, TPC Count:25953, Burglary:4064, Larceny:20039, Motor:1850, TVC Count:2567, Assault:1931, Murder:22, Rape:410, Robbery:204
State:Montana, Year:2014, Total Crimes:28625, TPC Count:25312, Burglary:3595, Larceny:19674, Motor:2043, TVC Count:3313, Assault:2532, Murder:37, Rape:541, Robbery:203
State:Montana, Year:2015, Total Crimes:30711, TPC Count:27100, Burglary:3838, Larceny:20844, Motor:2418, TVC Count:3611, Assault:2818, Murder:36, Rape:547, Robbery:210
State:Montana, Year:2016, Total Crimes:31816, TPC Count:27976, Burglary:3934, Larceny:21299, Motor:2743, TVC Count:3840, Assault:2960, Murder:36, Rape:578, Robbery:266
State:Montana, Year:2017, Total Crimes:31186, TPC Count:27225, Burglary:3615, Larceny:21018, Motor:2592, TVC Count:3961, Assault:3012, Murder:41, Rape:613, Robbery:295
State:Montana, Year:2018, Total Crimes:30492, TPC Count:26518, Burglary:3257, Larceny:20465, Motor:2796, TVC Count:3974, Assault:3120, Murder:34, Rape:551, Robbery:269
State:Montana, Year:2019, Total Crimes:27768, TPC Count:23440, Burglary:2887, Larceny:18176, Motor:2377, TVC Count:4328, Assault:3472, Murder:27, Rape:624, Robbery:205
State:Nebraska, Year:2000, Total Crimes:70085, TPC Count:64479, Burglary:10131, Larceny:49118, Motor:5230, TVC Count:5606, Assault:3960, Murder:63, Rape:436, Robbery:1147
State:Nebraska, Year:2001, Total Crimes:74177, TPC Count:68963, Burglary:9760, Larceny:52713, Motor:6490, TVC Count:5214, Assault:3612, Murder:43, Rape:431, Robbery:1128
State:Nebraska, Year:2002, Total Crimes:73606, TPC Count:68178, Burglary:10329, Larceny:51440, Motor:6409, TVC Count:5428, Assault:3557, Murder:48, Rape:464, Robbery:1359
State:Nebraska, Year:2003, Total Crimes:70294, TPC Count:65189, Burglary:10133, Larceny:48924, Motor:6132, TVC Count:5105, Assault:3380, Murder:56, Rape:504, Robbery:1165
State:Nebraska, Year:2004, Total Crimes:66905, TPC Count:61512, Burglary:9826, Larceny:46399, Motor:5287, TVC Count:5393, Assault:3595, Murder:40, Rape:620, Robbery:1138
State:Nebraska, Year:2005, Total Crimes:65400, TPC Count:60348, Burglary:9408, Larceny:45359, Motor:5581, TVC Count:5052, Assault:3387, Murder:44, Rape:581, Robbery:1040
State:Nebraska, Year:2006, Total Crimes:64608, TPC Count:59411, Burglary:9535, Larceny:44710, Motor:5166, TVC Count:5197, Assault:3433, Murder:51, Rape:577, Robbery:1136
State:Nebraska, Year:2007, Total Crimes:61289, TPC Count:55765, Burglary:9035, Larceny:41484, Motor:5246, TVC Count:5524, Assault:3788, Murder:71, Rape:550, Robbery:1115
State:Nebraska, Year:2008, Total Crimes:56920, TPC Count:51350, Burglary:8731, Larceny:38394, Motor:4225, TVC Count:5570, Assault:3603, Murder:69, Rape:601, Robbery:1297
State:Nebraska, Year:2009, Total Crimes:54930, TPC Count:49731, Burglary:8726, Larceny:37496, Motor:3509, TVC Count:5199, Assault:3321, Murder:41, Rape:617, Robbery:1220
State:Nebraska, Year:2010, Total Crimes:53920, TPC Count:48827, Burglary:8318, Larceny:36896, Motor:3613, TVC Count:5093, Assault:3345, Murder:54, Rape:674, Robbery:1020
State:Nebraska, Year:2011, Total Crimes:55566, TPC Count:50894, Burglary:8725, Larceny:38060, Motor:4109, TVC Count:4672, Assault:2912, Murder:68, Rape:699, Robbery:993
State:Nebraska, Year:2012, Total Crimes:55932, TPC Count:51118, Burglary:8735, Larceny:38236, Motor:4147, TVC Count:4814, Assault:2920, Murder:53, Rape:711, Robbery:1130
State:Nebraska, Year:2013, Total Crimes:53915, TPC Count:49018, Burglary:8900, Larceny:35655, Motor:4463, TVC Count:4897, Assault:2999, Murder:57, Rape:801, Robbery:1040
State:Nebraska, Year:2014, Total Crimes:52754, TPC Count:47479, Burglary:7950, Larceny:35074, Motor:4455, TVC Count:5275, Assault:3316, Murder:54, Rape:862, Robbery:1043
State:Nebraska, Year:2015, Total Crimes:47707, TPC Count:42495, Burglary:6422, Larceny:32072, Motor:4001, TVC Count:5212, Assault:3283, Murder:62, Rape:873, Robbery:994
State:Nebraska, Year:2016, Total Crimes:48713, TPC Count:43163, Burglary:6444, Larceny:31994, Motor:4725, TVC Count:5550, Assault:3561, Murder:49, Rape:994, Robbery:946
State:Nebraska, Year:2017, Total Crimes:49536, TPC Count:43663, Burglary:6472, Larceny:31988, Motor:5203, TVC Count:5873, Assault:3671, Murder:43, Rape:1191, Robbery:968
State:Nebraska, Year:2018, Total Crimes:45620, TPC Count:40126, Burglary:5246, Larceny:30006, Motor:4874, TVC Count:5494, Assault:3461, Murder:44, Rape:1233, Robbery:756
State:Nebraska, Year:2019, Total Crimes:45270, TPC Count:39449, Burglary:4745, Larceny:29719, Motor:4985, TVC Count:5821, Assault:3731, Murder:45, Rape:1253, Robbery:792
State:Nevada, Year:2000, Total Crimes:85297, TPC Count:74823, Burglary:17526, Larceny:44125, Motor:13172, TVC Count:10474, Assault:4942, Murder:129, Rape:860, Robbery:4543
State:Nevada, Year:2001, Total Crimes:89845, TPC Count:77486, Burglary:17711, Larceny:45073, Motor:14702, TVC Count:12359, Assault:6364, Murder:180, Rape:883, Robbery:4932
State:Nevada, Year:2002, Total Crimes:97752, TPC Count:83896, Burglary:18951, Larceny:47459, Motor:17486, TVC Count:13856, Assault:7629, Murder:181, Rape:928, Robbery:5118
State:Nevada, Year:2003, Total Crimes:109941, TPC Count:96128, Burglary:21958, Larceny:53321, Motor:20849, TVC Count:13813, Assault:7520, Murder:197, Rape:871, Robbery:5225
State:Nevada, Year:2004, Total Crimes:112594, TPC Count:98215, Burglary:23142, Larceny:52438, Motor:22635, TVC Count:14379, Assault:8348, Murder:172, Rape:954, Robbery:4905
State:Nevada, Year:2005, Total Crimes:117078, TPC Count:102424, Burglary:23481, Larceny:52012, Motor:26931, TVC Count:14654, Assault:8730, Murder:206, Rape:1016, Robbery:4702
State:Nevada, Year:2006, Total Crimes:121025, TPC Count:102338, Burglary:24902, Larceny:50429, Motor:27007, TVC Count:18687, Assault:10331, Murder:226, Rape:1092, Robbery:7038
State:Nevada, Year:2007, Total Crimes:116483, TPC Count:97118, Burglary:24911, Larceny:49844, Motor:22363, TVC Count:19365, Assault:11138, Murder:193, Rape:1096, Robbery:6938
State:Nevada, Year:2008, Total Crimes:108979, TPC Count:90006, Burglary:24254, Larceny:49814, Motor:15938, TVC Count:18973, Assault:11216, Murder:165, Rape:1106, Robbery:6486
State:Nevada, Year:2009, Total Crimes:99615, TPC Count:80976, Burglary:22115, Larceny:46463, Motor:12398, TVC Count:18639, Assault:11431, Murder:156, Rape:1024, Robbery:6028
State:Nevada, Year:2010, Total Crimes:92933, TPC Count:75004, Burglary:22286, Larceny:42533, Motor:10185, TVC Count:17929, Assault:11508, Murder:158, Rape:965, Robbery:5298
State:Nevada, Year:2011, Total Crimes:85527, TPC Count:70075, Burglary:20342, Larceny:40156, Motor:9577, TVC Count:15452, Assault:10092, Murder:139, Rape:913, Robbery:4308
State:Nevada, Year:2012, Total Crimes:94273, TPC Count:77510, Burglary:22120, Larceny:45372, Motor:10018, TVC Count:16763, Assault:10790, Murder:124, Rape:931, Robbery:4918
State:Nevada, Year:2013, Total Crimes:96001, TPC Count:79177, Burglary:23047, Larceny:46132, Motor:9998, TVC Count:16824, Assault:10060, Murder:163, Rape:1418, Robbery:5183
State:Nevada, Year:2014, Total Crimes:92583, TPC Count:74538, Burglary:21927, Larceny:42426, Motor:10185, TVC Count:18045, Assault:10564, Murder:170, Rape:1357, Robbery:5954
State:Nevada, Year:2015, Total Crimes:97255, TPC Count:77137, Burglary:22360, Larceny:43426, Motor:11351, TVC Count:20118, Assault:11965, Murder:178, Rape:1688, Robbery:6287
State:Nevada, Year:2016, Total Crimes:95983, TPC Count:76047, Burglary:18850, Larceny:44017, Motor:13180, TVC Count:19936, Assault:11639, Murder:224, Rape:1733, Robbery:6340
State:Nevada, Year:2017, Total Crimes:94989, TPC Count:78322, Burglary:20049, Larceny:45461, Motor:12812, TVC Count:16667, Assault:9662, Murder:274, Rape:1890, Robbery:4841
State:Nevada, Year:2018, Total Crimes:90405, TPC Count:73985, Burglary:17743, Larceny:44338, Motor:11904, TVC Count:16420, Assault:10027, Murder:202, Rape:2329, Robbery:3862
State:Nevada, Year:2019, Total Crimes:86735, TPC Count:71525, Burglary:15510, Larceny:44755, Motor:11260, TVC Count:15210, Assault:9620, Murder:143, Rape:2161, Robbery:3286
State:New Hampshire, Year:2000, Total Crimes:30068, TPC Count:27901, Burglary:4992, Larceny:20761, Motor:2148, TVC Count:2167, Assault:1170, Murder:22, Rape:522, Robbery:453
State:New Hampshire, Year:2001, Total Crimes:29233, TPC Count:27089, Burglary:4889, Larceny:20060, Motor:2140, TVC Count:2144, Assault:1224, Murder:17, Rape:458, Robbery:445
State:New Hampshire, Year:2002, Total Crimes:28306, TPC Count:26250, Burglary:4838, Larceny:19468, Motor:1944, TVC Count:2056, Assault:1185, Murder:12, Rape:446, Robbery:413
State:New Hampshire, Year:2003, Total Crimes:28393, TPC Count:26456, Burglary:4589, Larceny:19934, Motor:1933, TVC Count:1937, Assault:1002, Murder:17, Rape:438, Robbery:480
State:New Hampshire, Year:2004, Total Crimes:28860, TPC Count:26658, Burglary:4979, Larceny:19723, Motor:1956, TVC Count:2202, Assault:1219, Murder:17, Rape:466, Robbery:500
State:New Hampshire, Year:2005, Total Crimes:25792, TPC Count:24031, Burglary:4192, Larceny:18493, Motor:1346, TVC Count:1761, Assault:971, Murder:19, Rape:406, Robbery:365
State:New Hampshire, Year:2006, Total Crimes:27845, TPC Count:26060, Burglary:4395, Larceny:20179, Motor:1486, TVC Count:1785, Assault:1042, Murder:13, Rape:295, Robbery:435
State:New Hampshire, Year:2007, Total Crimes:28290, TPC Count:26394, Burglary:5074, Larceny:19909, Motor:1411, TVC Count:1896, Assault:1076, Murder:12, Rape:357, Robbery:451
State:New Hampshire, Year:2008, Total Crimes:30441, TPC Count:28387, Burglary:4266, Larceny:22714, Motor:1407, TVC Count:2054, Assault:1234, Murder:14, Rape:385, Robbery:421
State:New Hampshire, Year:2009, Total Crimes:30915, TPC Count:28790, Burglary:4915, Larceny:22748, Motor:1127, TVC Count:2125, Assault:1261, Murder:11, Rape:399, Robbery:454
State:New Hampshire, Year:2010, Total Crimes:31434, TPC Count:29230, Burglary:5444, Larceny:22789, Motor:997, TVC Count:2204, Assault:1330, Murder:13, Rape:411, Robbery:450
State:New Hampshire, Year:2011, Total Crimes:35620, TPC Count:32756, Burglary:6244, Larceny:25398, Motor:1114, TVC Count:2864, Assault:1758, Murder:16, Rape:581, Robbery:509
State:New Hampshire, Year:2012, Total Crimes:33174, TPC Count:30693, Burglary:5444, Larceny:24226, Motor:1023, TVC Count:2481, Assault:1545, Murder:15, Rape:449, Robbery:472
State:New Hampshire, Year:2013, Total Crimes:31889, TPC Count:29040, Burglary:4936, Larceny:23164, Motor:940, TVC Count:2849, Assault:1492, Murder:22, Rape:686, Robbery:649
State:New Hampshire, Year:2014, Total Crimes:28643, TPC Count:26041, Burglary:4162, Larceny:21022, Motor:857, TVC Count:2602, Assault:1459, Murder:12, Rape:594, Robbery:537
State:New Hampshire, Year:2015, Total Crimes:25881, TPC Count:23229, Burglary:3467, Larceny:18871, Motor:891, TVC Count:2652, Assault:1543, Murder:14, Rape:627, Robbery:468
State:New Hampshire, Year:2016, Total Crimes:22831, TPC Count:20194, Burglary:2963, Larceny:16360, Motor:871, TVC Count:2637, Assault:1611, Murder:17, Rape:582, Robbery:427
State:New Hampshire, Year:2017, Total Crimes:21223, TPC Count:18555, Burglary:2574, Larceny:15066, Motor:915, TVC Count:2668, Assault:1572, Murder:14, Rape:663, Robbery:419
State:New Hampshire, Year:2018, Total Crimes:19284, TPC Count:16935, Burglary:1847, Larceny:14219, Motor:869, TVC Count:2349, Assault:1435, Murder:21, Rape:534, Robbery:359
State:New Hampshire, Year:2019, Total Crimes:18516, TPC Count:16442, Burglary:1717, Larceny:13832, Motor:893, TVC Count:2074, Assault:1138, Murder:33, Rape:590, Robbery:313
State:New Jersey, Year:2000, Total Crimes:265935, TPC Count:233637, Burglary:43924, Larceny:155562, Motor:34151, TVC Count:32298, Assault:17099, Murder:289, Rape:1357, Robbery:13553
State:New Jersey, Year:2001, Total Crimes:273645, TPC Count:240551, Burglary:46812, Larceny:156031, Motor:37708, TVC Count:33094, Assault:17370, Murder:336, Rape:1278, Robbery:14110
State:New Jersey, Year:2002, Total Crimes:259967, TPC Count:227715, Burglary:43899, Larceny:148061, Motor:35755, TVC Count:32252, Assault:16593, Murder:339, Rape:1365, Robbery:13955
State:New Jersey, Year:2003, Total Crimes:251838, TPC Count:220350, Burglary:43457, Larceny:142287, Motor:34606, TVC Count:31488, Assault:16452, Murder:406, Rape:1288, Robbery:13342
State:New Jersey, Year:2004, Total Crimes:242256, TPC Count:211313, Burglary:41030, Larceny:139977, Motor:30306, TVC Count:30943, Assault:16144, Murder:392, Rape:1331, Robbery:13076
State:New Jersey, Year:2005, Total Crimes:234310, TPC Count:203391, Burglary:38980, Larceny:136728, Motor:27683, TVC Count:30919, Assault:16079, Murder:417, Rape:1208, Robbery:13215
State:New Jersey, Year:2006, Total Crimes:229370, TPC Count:198820, Burglary:39384, Larceny:134687, Motor:24749, TVC Count:30550, Assault:15562, Murder:427, Rape:1201, Robbery:13360
State:New Jersey, Year:2007, Total Crimes:220882, TPC Count:192338, Burglary:37234, Larceny:133145, Motor:21959, TVC Count:28544, Assault:14564, Murder:381, Rape:1032, Robbery:12567
State:New Jersey, Year:2008, Total Crimes:227478, TPC Count:199127, Burglary:40402, Larceny:138545, Motor:20180, TVC Count:28351, Assault:14152, Murder:376, Rape:1122, Robbery:12701
State:New Jersey, Year:2009, Total Crimes:207865, TPC Count:180752, Burglary:36945, Larceny:128303, Motor:15504, TVC Count:27113, Assault:14114, Murder:319, Rape:1041, Robbery:11639
State:New Jersey, Year:2010, Total Crimes:210097, TPC Count:183042, Burglary:38732, Larceny:128754, Motor:15556, TVC Count:27055, Assault:13885, Murder:371, Rape:981, Robbery:11818
State:New Jersey, Year:2011, Total Crimes:216922, TPC Count:189719, Burglary:43238, Larceny:129066, Motor:17415, TVC Count:27203, Assault:13608, Murder:380, Rape:1006, Robbery:12209
State:New Jersey, Year:2012, Total Crimes:207208, TPC Count:181481, Burglary:42338, Larceny:122662, Motor:16481, TVC Count:25727, Assault:12919, Murder:388, Rape:1035, Robbery:11385
State:New Jersey, Year:2013, Total Crimes:193230, TPC Count:167556, Burglary:35873, Larceny:117936, Motor:13747, TVC Count:25674, Assault:12071, Murder:401, Rape:1120, Robbery:12082
State:New Jersey, Year:2014, Total Crimes:178339, TPC Count:154993, Burglary:31710, Larceny:111578, Motor:11705, TVC Count:23346, Assault:11225, Murder:349, Rape:1274, Robbery:10498
State:New Jersey, Year:2015, Total Crimes:168580, TPC Count:145701, Burglary:27960, Larceny:105963, Motor:11778, TVC Count:22879, Assault:11414, Murder:363, Rape:1373, Robbery:9729
State:New Jersey, Year:2016, Total Crimes:160066, TPC Count:138152, Burglary:25284, Larceny:101540, Motor:11328, TVC Count:21914, Assault:11105, Murder:372, Rape:1453, Robbery:8984
State:New Jersey, Year:2017, Total Crimes:160690, TPC Count:140086, Burglary:23891, Larceny:104025, Motor:12170, TVC Count:20604, Assault:10880, Murder:324, Rape:1505, Robbery:7895
State:New Jersey, Year:2018, Total Crimes:143693, TPC Count:125156, Burglary:19232, Larceny:94887, Motor:11037, TVC Count:18537, Assault:10463, Murder:286, Rape:1424, Robbery:6364
State:New Jersey, Year:2019, Total Crimes:137012, TPC Count:118637, Burglary:16399, Larceny:91902, Motor:10336, TVC Count:18375, Assault:10852, Murder:262, Rape:1531, Robbery:5730
State:New Mexico, Year:2000, Total Crimes:100391, TPC Count:86605, Burglary:21339, Larceny:57925, Motor:7341, TVC Count:13786, Assault:10230, Murder:135, Rape:922, Robbery:2499
State:New Mexico, Year:2001, Total Crimes:97383, TPC Count:83095, Burglary:19552, Larceny:56406, Motor:7137, TVC Count:14288, Assault:10644, Murder:99, Rape:850, Robbery:2695
State:New Mexico, Year:2002, Total Crimes:94196, TPC Count:80477, Burglary:19634, Larceny:53406, Motor:7437, TVC Count:13719, Assault:10334, Murder:152, Rape:1027, Robbery:2206
State:New Mexico, Year:2003, Total Crimes:89351, TPC Count:76816, Burglary:18997, Larceny:50595, Motor:7224, TVC Count:12535, Assault:9542, Murder:116, Rape:940, Robbery:1937
State:New Mexico, Year:2004, Total Crimes:92976, TPC Count:79895, Burglary:19924, Larceny:52069, Motor:7902, TVC Count:13081, Assault:9811, Murder:169, Rape:1039, Robbery:2062
State:New Mexico, Year:2005, Total Crimes:92023, TPC Count:79575, Burglary:20939, Larceny:50707, Motor:7929, TVC Count:12448, Assault:9370, Murder:144, Rape:1041, Robbery:1893
State:New Mexico, Year:2006, Total Crimes:88797, TPC Count:76000, Burglary:20906, Larceny:45864, Motor:9230, TVC Count:12797, Assault:9495, Murder:134, Rape:1073, Robbery:2095
State:New Mexico, Year:2007, Total Crimes:88479, TPC Count:75168, Burglary:20823, Larceny:45442, Motor:8903, TVC Count:13311, Assault:9777, Murder:183, Rape:1028, Robbery:2323
State:New Mexico, Year:2008, Total Crimes:88685, TPC Count:75718, Burglary:20706, Larceny:46995, Motor:8017, TVC Count:12967, Assault:9537, Murder:161, Rape:1118, Robbery:2151
State:New Mexico, Year:2009, Total Crimes:87348, TPC Count:74639, Burglary:21955, Larceny:46182, Motor:6502, TVC Count:12709, Assault:9510, Murder:198, Rape:1069, Robbery:1932
State:New Mexico, Year:2010, Total Crimes:82923, TPC Count:70776, Burglary:21023, Larceny:44503, Motor:5250, TVC Count:12147, Assault:9432, Murder:140, Rape:959, Robbery:1616
State:New Mexico, Year:2011, Total Crimes:85453, TPC Count:73549, Burglary:21419, Larceny:46730, Motor:5400, TVC Count:11904, Assault:9170, Murder:158, Rape:856, Robbery:1720
State:New Mexico, Year:2012, Total Crimes:86754, TPC Count:75094, Burglary:21384, Larceny:48247, Motor:5463, TVC Count:11660, Assault:8740, Murder:116, Rape:957, Robbery:1847
State:New Mexico, Year:2013, Total Crimes:90038, TPC Count:77256, Burglary:21476, Larceny:49875, Motor:5905, TVC Count:12782, Assault:9382, Murder:125, Rape:1465, Robbery:1810
State:New Mexico, Year:2014, Total Crimes:86336, TPC Count:73877, Burglary:18505, Larceny:49082, Motor:6290, TVC Count:12459, Assault:8797, Murder:101, Rape:1475, Robbery:2086
State:New Mexico, Year:2015, Total Crimes:90775, TPC Count:77094, Burglary:17085, Larceny:51483, Motor:8526, TVC Count:13681, Assault:9407, Murder:117, Rape:1672, Robbery:2485
State:New Mexico, Year:2016, Total Crimes:96550, TPC Count:81931, Burglary:17281, Larceny:52907, Motor:11743, TVC Count:14619, Assault:10217, Murder:139, Rape:1526, Robbery:2737
State:New Mexico, Year:2017, Total Crimes:98665, TPC Count:82306, Burglary:17917, Larceny:52617, Motor:11772, TVC Count:16359, Assault:11230, Murder:148, Rape:1259, Robbery:3722
State:New Mexico, Year:2018, Total Crimes:89606, TPC Count:71657, Burglary:16088, Larceny:45390, Motor:10179, TVC Count:17949, Assault:13598, Murder:167, Rape:1354, Robbery:2830
State:New Mexico, Year:2019, Total Crimes:82719, TPC Count:65269, Burglary:14610, Larceny:41702, Motor:8957, TVC Count:17450, Assault:13640, Murder:181, Rape:1288, Robbery:2341
State:New York, Year:2000, Total Crimes:588189, TPC Count:483078, Burglary:87946, Larceny:340901, Motor:54231, TVC Count:105111, Assault:60090, Murder:952, Rape:3530, Robbery:40539
State:New York, Year:2001, Total Crimes:556025, TPC Count:458003, Burglary:80400, Larceny:329316, Motor:48287, TVC Count:98022, Assault:56961, Murder:960, Rape:3546, Robbery:36555
State:New York, Year:2002, Total Crimes:537121, TPC Count:442091, Burglary:76700, Larceny:318025, Motor:47366, TVC Count:95030, Assault:53583, Murder:909, Rape:3885, Robbery:36653
State:New York, Year:2003, Total Crimes:521565, TPC Count:432079, Burglary:75453, Larceny:311422, Motor:45204, TVC Count:89486, Assault:48987, Murder:934, Rape:3775, Robbery:35790
State:New York, Year:2004, Total Crimes:507648, TPC Count:422734, Burglary:70696, Larceny:311036, Motor:41002, TVC Count:84914, Assault:46911, Murder:889, Rape:3608, Robbery:33506
State:New York, Year:2005, Total Crimes:491829, TPC Count:405990, Burglary:68034, Larceny:302220, Motor:35736, TVC Count:85839, Assault:46150, Murder:874, Rape:3636, Robbery:35179
State:New York, Year:2006, Total Crimes:482593, TPC Count:398577, Burglary:68617, Larceny:297827, Motor:32133, TVC Count:84016, Assault:45467, Murder:922, Rape:3168, Robbery:34459
State:New York, Year:2007, Total Crimes:463586, TPC Count:383624, Burglary:64914, Larceny:290681, Motor:28029, TVC Count:79962, Assault:45144, Murder:805, Rape:2928, Robbery:31085
State:New York, Year:2008, Total Crimes:466145, TPC Count:388599, Burglary:65544, Larceny:297962, Motor:25093, TVC Count:77546, Assault:42125, Murder:836, Rape:2798, Robbery:31787
State:New York, Year:2009, Total Crimes:452647, TPC Count:377537, Burglary:62769, Larceny:292897, Motor:21871, TVC Count:75110, Assault:43606, Murder:781, Rape:2582, Robbery:28141
State:New York, Year:2010, Total Crimes:456202, TPC Count:379710, Burglary:65839, Larceny:293232, Motor:20639, TVC Count:76492, Assault:44197, Murder:868, Rape:2797, Robbery:28630
State:New York, Year:2011, Total Crimes:449300, TPC Count:371837, Burglary:65227, Larceny:287361, Motor:19249, TVC Count:77463, Assault:45538, Murder:769, Rape:2751, Robbery:28405
State:New York, Year:2012, Total Crimes:455750, TPC Count:376140, Burglary:64553, Larceny:294239, Motor:17348, TVC Count:79610, Assault:47423, Murder:684, Rape:2848, Robbery:28655
State:New York, Year:2013, Total Crimes:435970, TPC Count:358598, Burglary:56442, Larceny:286674, Motor:15482, TVC Count:77372, Assault:46130, Murder:648, Rape:3353, Robbery:27241
State:New York, Year:2014, Total Crimes:414680, TPC Count:339282, Burglary:50781, Larceny:272765, Motor:15736, TVC Count:75398, Assault:45303, Murder:617, Rape:5433, Robbery:24045
State:New York, Year:2015, Total Crimes:392694, TPC Count:317529, Burglary:44276, Larceny:257940, Motor:15313, TVC Count:75165, Assault:44546, Murder:609, Rape:6074, Robbery:23936
State:New York, Year:2016, Total Crimes:379466, TPC Count:305181, Burglary:39821, Larceny:250968, Motor:14392, TVC Count:74285, Assault:45079, Murder:630, Rape:6260, Robbery:22316
State:New York, Year:2017, Total Crimes:371354, TPC Count:300555, Burglary:35002, Larceny:252143, Motor:13410, TVC Count:70799, Assault:43819, Murder:548, Rape:6324, Robbery:20108
State:New York, Year:2018, Total Crimes:350002, TPC Count:281507, Burglary:31137, Larceny:237233, Motor:13137, TVC Count:68495, Assault:43171, Murder:562, Rape:6575, Robbery:18187
State:New York, Year:2019, Total Crimes:336919, TPC Count:267155, Burglary:27600, Larceny:226851, Motor:12704, TVC Count:69764, Assault:44555, Murder:558, Rape:6583, Robbery:18068
State:North Carolina, Year:2000, Total Crimes:395972, TPC Count:355921, Burglary:97888, Larceny:232767, Motor:25266, TVC Count:40051, Assault:24715, Murder:560, Rape:2181, Robbery:12595
State:North Carolina, Year:2001, Total Crimes:404242, TPC Count:363777, Burglary:101889, Larceny:237241, Motor:24647, TVC Count:40465, Assault:24573, Murder:505, Rape:2083, Robbery:13304
State:North Carolina, Year:2002, Total Crimes:392826, TPC Count:353708, Burglary:99535, Larceny:229307, Motor:24866, TVC Count:39118, Assault:24169, Murder:548, Rape:2196, Robbery:12205
State:North Carolina, Year:2003, Total Crimes:397903, TPC Count:359660, Burglary:100687, Larceny:232081, Motor:26892, TVC Count:38243, Assault:23369, Murder:506, Rape:2139, Robbery:12229
State:North Carolina, Year:2004, Total Crimes:393572, TPC Count:355328, Burglary:101193, Larceny:227147, Motor:26988, TVC Count:38244, Assault:23591, Murder:532, Rape:2339, Robbery:11782
State:North Carolina, Year:2005, Total Crimes:394505, TPC Count:353855, Burglary:104298, Larceny:221091, Motor:28466, TVC Count:40650, Assault:25128, Murder:585, Rape:2302, Robbery:12635
State:North Carolina, Year:2006, Total Crimes:406637, TPC Count:364549, Burglary:107333, Larceny:227114, Motor:30102, TVC Count:42088, Assault:25586, Murder:539, Rape:2495, Robbery:13468
State:North Carolina, Year:2007, Total Crimes:412124, TPC Count:369893, Burglary:108700, Larceny:233241, Motor:27952, TVC Count:42231, Assault:25727, Murder:584, Rape:2386, Robbery:13534
State:North Carolina, Year:2008, Total Crimes:415888, TPC Count:372763, Burglary:111556, Larceny:234480, Motor:26727, TVC Count:43125, Assault:25907, Murder:599, Rape:2296, Robbery:14323
State:North Carolina, Year:2009, Total Crimes:381653, TPC Count:343707, Burglary:107830, Larceny:215923, Motor:19954, TVC Count:37946, Assault:23326, Murder:489, Rape:2306, Robbery:11825
State:North Carolina, Year:2010, Total Crimes:363881, TPC Count:329202, Burglary:102826, Larceny:208057, Motor:18319, TVC Count:34679, Assault:22583, Murder:474, Rape:2002, Robbery:9620
State:North Carolina, Year:2011, Total Crimes:371227, TPC Count:337806, Burglary:105534, Larceny:215453, Motor:16819, TVC Count:33421, Assault:21516, Murder:498, Rape:1959, Robbery:9448
State:North Carolina, Year:2012, Total Crimes:363058, TPC Count:328594, Burglary:99323, Larceny:213151, Motor:16120, TVC Count:34464, Assault:22609, Murder:479, Rape:1984, Robbery:9392
State:North Carolina, Year:2013, Total Crimes:341749, TPC Count:308049, Burglary:90702, Larceny:202741, Motor:14606, TVC Count:33700, Assault:21513, Murder:469, Rape:2369, Robbery:9349
State:North Carolina, Year:2014, Total Crimes:318464, TPC Count:285697, Burglary:79373, Larceny:192694, Motor:13630, TVC Count:32767, Assault:21421, Murder:510, Rape:2420, Robbery:8416
